genome,completeness,contamination
Draper_2018_SRR6914103_NODE_46_length_5203_cov_10.939588.fasta,5.2,0
Draper_2018_SRR6914104_NODE_11_length_42423_cov_47.087826.fasta,98.6,0
Draper_2018_SRR6914104_NODE_6_length_52796_cov_96.065149.fasta,44.7,0
Draper_2018_SRR6914104_NODE_9_length_46661_cov_61.894391.fasta,100,0
Draper_2018_SRR6914105_NODE_26_length_6314_cov_15.598977.fasta,100,0
Draper_2018_SRR6914105_NODE_34_length_6022_cov_66.029998.fasta,100,0
Draper_2018_SRR6914105_NODE_41_length_5180_cov_7.895805.fasta,100,0
Draper_2018_SRR6914108_NODE_2_length_97199_cov_648.488255.fasta,97.71,0
Draper_2018_SRR6914108_NODE_20_length_11117_cov_13.045561.fasta,6.82,0
Draper_2018_SRR6914108_NODE_21_length_10301_cov_2010.356529.fasta,100,0
Draper_2018_SRR6914108_NODE_34_length_7523_cov_5.898366.fasta,7.62,0
Draper_2018_SRR6914108_NODE_48_length_6328_cov_12.294596.fasta,3.52,0
Draper_2018_SRR6914108_NODE_60_length_5599_cov_7.092352.fasta,5.06,0
Draper_2018_SRR6914108_NODE_61_length_5572_cov_6.367229.fasta,5.57,0
Draper_2018_SRR6914108_NODE_68_length_5155_cov_10.838039.fasta,3.16,0
Draper_2018_SRR6914108_NODE_7_length_34869_cov_21.261734.fasta,29.57,0
Draper_2018_SRR6914109_NODE_32_length_7856_cov_513.364056.fasta,5.96,0
Draper_2018_SRR6914109_NODE_46_length_6449_cov_6.440100.fasta,17.56,0
Draper_2018_SRR6914109_NODE_69_length_5600_cov_1216.719206.fasta,100,0
Draper_2018_SRR6914109_NODE_71_length_5502_cov_327.937397.fasta,100,0
Draper_2018_SRR6914109_NODE_78_length_5159_cov_7.413401.fasta,100,0
Draper_2018_SRR6914110_NODE_12_length_14139_cov_10571.646407.fasta,100,0
Draper_2018_SRR6914110_NODE_17_length_12610_cov_111.296057.fasta,41.97,0
Draper_2018_SRR6914110_NODE_34_length_5080_cov_9.308657.fasta,100,0
Draper_2018_SRR6914111_NODE_117_length_5672_cov_14.983443.fasta,0,0
Draper_2018_SRR6914111_NODE_137_length_5146_cov_57.739148.fasta,100,0
Draper_2018_SRR6914111_NODE_141_length_5084_cov_6.810499.fasta,20.17,0
Draper_2018_SRR6914111_NODE_145_length_5038_cov_1168.023480.fasta,100,0
Draper_2018_SRR6914111_NODE_67_length_8554_cov_17.454759.fasta,0,0
Draper_2018_SRR6914111_NODE_70_length_8445_cov_14.641120.fasta,0,0
Draper_2018_SRR6914111_NODE_91_length_6563_cov_81.276275.fasta,100,0
Draper_2018_SRR6914112_NODE_3_length_24773_cov_6597.396027.fasta,46,0
Draper_2018_SRR6914112_NODE_5_length_17809_cov_30.519883.fasta,91.31,0
Draper_2018_SRR6914113_NODE_54_length_5312_cov_277.646757.fasta,100,0
Draper_2018_SRR6914113_NODE_63_length_4687_cov_523.400691.fasta,100,0
Draper_2018_SRR6914113_NODE_7_length_22720_cov_34.015310.fasta,22.45,0
Draper_2018_SRR6914115_NODE_7_length_14960_cov_14.294867.fasta,14.74,0
Draper_2018_SRR6914117_NODE_2_length_44319_cov_76.759601.fasta,100,0
Draper_2018_SRR6914117_NODE_20_length_16055_cov_20.494062.fasta,34.97,0
Draper_2018_SRR6914117_NODE_21_length_15880_cov_13.546603.fasta,46.12,0
Draper_2018_SRR6914117_NODE_25_length_15593_cov_9.087592.fasta,44.41,0
Draper_2018_SRR6914117_NODE_27_length_14307_cov_19.840864.fasta,30.38,0
Draper_2018_SRR6914117_NODE_31_length_12309_cov_10.323486.fasta,21.82,0
Draper_2018_SRR6914117_NODE_42_length_7076_cov_6.888193.fasta,4.23,0
Draper_2018_SRR6914117_NODE_5_length_33713_cov_552.529324.fasta,100,0
Draper_2018_SRR6914117_NODE_6_length_30660_cov_25.151871.fasta,74.26,0
Draper_2018_SRR6914117_NODE_62_length_5243_cov_4.433308.fasta,13.41,0
Draper_2018_SRR6914117_NODE_7_length_30135_cov_296.873537.fasta,72.55,0
Draper_2018_SRR6914117_NODE_8_length_28507_cov_17.309363.fasta,72.53,0
Fernandes_2019_SRR5747437_NODE_4_length_5697_cov_1906.650124.fasta,4.14,9.58
Fernandes_2019_SRR5747439_NODE_2_length_6504_cov_359.657621.fasta,14.13,0
Fernandes_2019_SRR5747440_NODE_1_length_5011_cov_1173.080307.fasta,86.36,0
Fernandes_2019_SRR5747443_NODE_1_length_9843_cov_65.848590.fasta,28.48,0
Fernandes_2019_SRR5747448_NODE_9_length_5339_cov_165.471991.fasta,13.17,0
Fernandes_2019_SRR5747454_NODE_2_length_5869_cov_323.686791.fasta,12.94,0
FJ230960.1_Bacillus_phage_SPO1_complete_genome.fasta,90.41,0
Giloteaux_145306_NODE_1169_length_13332_cov_3.178796.fasta,12.49,0
Giloteaux_145306_NODE_11736_length_1916_cov_1.105646.fasta,0,0
Giloteaux_145306_NODE_1268_length_12495_cov_3.072526.fasta,7.05,0
Giloteaux_145306_NODE_1387_length_11632_cov_1.709865.fasta,25.37,0
Giloteaux_145306_NODE_1618_length_10101_cov_1.931422.fasta,19.44,0
Giloteaux_145306_NODE_2036_length_8272_cov_1.996194.fasta,9.4,0
Giloteaux_145306_NODE_2480_length_7110_cov_2.817271.fasta,19.29,0
Giloteaux_145306_NODE_2506_length_7058_cov_1.564565.fasta,9.62,34.32
Giloteaux_145306_NODE_2821_length_6388_cov_2.503115.fasta,3.52,0
Giloteaux_145306_NODE_3025_length_5991_cov_3.128752.fasta,3.38,0
Giloteaux_145306_NODE_3079_length_5897_cov_1.867071.fasta,13.92,0
Giloteaux_145306_NODE_311_length_43873_cov_7.191903.fasta,100,0
Giloteaux_145306_NODE_3516_length_5257_cov_2.587329.fasta,2.89,0
Giloteaux_145306_NODE_383_length_37492_cov_3.001311.fasta,20.69,0
Giloteaux_145306_NODE_460_length_32891_cov_7.297003.fasta,100,0
Giloteaux_145306_NODE_517_length_29129_cov_3.049376.fasta,16.44,0
Giloteaux_145306_NODE_541_length_28292_cov_2.901118.fasta,15.6,0
Giloteaux_145306_NODE_899_length_17090_cov_5.598125.fasta,30.24,0
Giloteaux_145307_NODE_1270_length_8642_cov_4.167587.fasta,23.97,0
Giloteaux_145307_NODE_1389_length_7954_cov_7.843490.fasta,0,0
Giloteaux_145307_NODE_1550_length_7244_cov_1.893494.fasta,14.9,0
Giloteaux_145307_NODE_1763_length_6569_cov_2.085222.fasta,18.35,0
Giloteaux_145307_NODE_1841_length_6332_cov_2.125222.fasta,0,0
Giloteaux_145307_NODE_204_length_55804_cov_4.665858.fasta,100,15.96
Giloteaux_145307_NODE_2112_length_5739_cov_1.748753.fasta,14.38,0
Giloteaux_145307_NODE_2452_length_5070_cov_1.722840.fasta,10.13,0
Giloteaux_145307_NODE_30_length_186304_cov_13.525484.fasta,100,0
Giloteaux_145307_NODE_572_length_19133_cov_4.527044.fasta,0,0
Han_2018_ERR1398068_NODE_1221_length_9698_cov_208.694079.fasta,22.64,0
Han_2018_ERR1398068_NODE_130_length_45330_cov_68.213539.fasta,100,0
Han_2018_ERR1398068_NODE_1321_length_9152_cov_4.804111.fasta,0,0
Han_2018_ERR1398068_NODE_134_length_44938_cov_187.858922.fasta,30.58,31.94
Han_2018_ERR1398068_NODE_152_length_42206_cov_209.276292.fasta,0,0
Han_2018_ERR1398068_NODE_17_length_125286_cov_82.909224.fasta,22.96,0
Han_2018_ERR1398068_NODE_174_length_37297_cov_33.071613.fasta,91.18,0
Han_2018_ERR1398068_NODE_183_length_36463_cov_243.929054.fasta,0,0
Han_2018_ERR1398068_NODE_1911_length_6922_cov_11.937673.fasta,7.88,0
Han_2018_ERR1398068_NODE_20_length_113108_cov_21.946459.fasta,72.51,0
Han_2018_ERR1398068_NODE_2034_length_6615_cov_8.927439.fasta,11.05,0
Han_2018_ERR1398068_NODE_23_length_107855_cov_75.080380.fasta,19.76,0
Han_2018_ERR1398068_NODE_2573_length_5560_cov_3.732607.fasta,0,0
Han_2018_ERR1398068_NODE_264_length_28320_cov_18.035415.fasta,18.17,0
Han_2018_ERR1398068_NODE_265_length_28285_cov_245.107262.fasta,0,0
Han_2018_ERR1398068_NODE_2867_length_5113_cov_106.906485.fasta,0,0
Han_2018_ERR1398068_NODE_2919_length_5052_cov_3.343606.fasta,5.45,0
Han_2018_ERR1398068_NODE_2956_length_5006_cov_2.812361.fasta,0,0
Han_2018_ERR1398068_NODE_33_length_89578_cov_96.243859.fasta,16.41,0
Han_2018_ERR1398068_NODE_41_length_84060_cov_242.628534.fasta,0,0
Han_2018_ERR1398068_NODE_427_length_20335_cov_131.227613.fasta,0,0
Han_2018_ERR1398068_NODE_523_length_17580_cov_147.577974.fasta,30.18,0
Han_2018_ERR1398068_NODE_545_length_17029_cov_46.311948.fasta,29.5,0
Han_2018_ERR1398068_NODE_55_length_74865_cov_81.436466.fasta,13.72,0
Han_2018_ERR1398068_NODE_571_length_16498_cov_277.718847.fasta,0,0
Han_2018_ERR1398068_NODE_591_length_16048_cov_6.626899.fasta,8.98,0
Han_2018_ERR1398068_NODE_60_length_71452_cov_95.456882.fasta,13.08,0
Han_2018_ERR1398068_NODE_750_length_13438_cov_177.979227.fasta,0,0
Han_2018_ERR1398068_NODE_80_length_58853_cov_70.946886.fasta,10.79,0
Han_2018_ERR1398068_NODE_97_length_54332_cov_229.786834.fasta,0,0
Han_2018_ERR1398069_NODE_115_length_33769_cov_24.871507.fasta,0,0
Han_2018_ERR1398069_NODE_1242_length_10688_cov_22.421142.fasta,0,0
Han_2018_ERR1398069_NODE_1341_length_10226_cov_5.287582.fasta,24.98,0
Han_2018_ERR1398069_NODE_1354_length_10145_cov_188.715857.fasta,0,0
Han_2018_ERR1398069_NODE_1402_length_9885_cov_54.330112.fasta,0,0
Han_2018_ERR1398069_NODE_1505_length_9498_cov_42.695753.fasta,3.96,0
Han_2018_ERR1398069_NODE_1784_length_8462_cov_55.293922.fasta,0,0
Han_2018_ERR1398069_NODE_18_length_53631_cov_365.753938.fasta,0,0
Han_2018_ERR1398069_NODE_1948_length_7953_cov_10.415801.fasta,0,0
Han_2018_ERR1398069_NODE_1977_length_7888_cov_3.049917.fasta,0,0
Han_2018_ERR1398069_NODE_2020_length_7773_cov_37.468126.fasta,0,0
Han_2018_ERR1398069_NODE_22_length_51581_cov_344.089663.fasta,0,0
Han_2018_ERR1398069_NODE_2244_length_7294_cov_61.724133.fasta,0,0
Han_2018_ERR1398069_NODE_2482_length_6789_cov_3.529700.fasta,0,0
Han_2018_ERR1398069_NODE_2486_length_6780_cov_19.407881.fasta,0,0
Han_2018_ERR1398069_NODE_2524_length_6708_cov_96.435743.fasta,2.08,0
Han_2018_ERR1398069_NODE_2604_length_6546_cov_107.071330.fasta,0,0
Han_2018_ERR1398069_NODE_3230_length_5548_cov_6.237757.fasta,14.7,0
Han_2018_ERR1398069_NODE_333_length_21915_cov_215.815233.fasta,0,0
Han_2018_ERR1398069_NODE_3407_length_5360_cov_561.828464.fasta,0,0
Han_2018_ERR1398069_NODE_3688_length_5030_cov_3.536884.fasta,0,0
Han_2018_ERR1398069_NODE_3691_length_5026_cov_132.959767.fasta,0,0
Han_2018_ERR1398069_NODE_811_length_13873_cov_156.261109.fasta,0,0
Han_2018_ERR1398069_NODE_90_length_35923_cov_41.536021.fasta,0,0
Han_2018_ERR1398070_NODE_1022_length_9229_cov_542.227055.fasta,0,0
Han_2018_ERR1398070_NODE_1973_length_5529_cov_12.568323.fasta,3.34,0
Han_2018_ERR1398070_NODE_2077_length_5315_cov_11.410837.fasta,0,0
Han_2018_ERR1398070_NODE_27_length_72284_cov_17.250689.fasta,65.05,0
Han_2018_ERR1398070_NODE_747_length_11299_cov_8.089648.fasta,0,0
Han_2018_ERR1398070_NODE_763_length_11117_cov_18.704393.fasta,2.77,0
Han_2018_ERR1398071_NODE_1011_length_10194_cov_23.781438.fasta,3.82,0
Han_2018_ERR1398071_NODE_1098_length_9630_cov_17.665587.fasta,0,0
Han_2018_ERR1398071_NODE_1585_length_7526_cov_18.835363.fasta,0,0
Han_2018_ERR1398071_NODE_1675_length_7195_cov_54.625490.fasta,14.63,0
Han_2018_ERR1398071_NODE_2222_length_5880_cov_25.768412.fasta,0,0
Han_2018_ERR1398071_NODE_2328_length_5715_cov_4.137279.fasta,0,0
Han_2018_ERR1398071_NODE_288_length_21996_cov_12.827492.fasta,97.63,25.57
Han_2018_ERR1398071_NODE_343_length_20086_cov_9.542010.fasta,46.19,0
Han_2018_ERR1398071_NODE_469_length_17017_cov_23.105294.fasta,26.99,0
Han_2018_ERR1398071_NODE_553_length_15247_cov_12.732952.fasta,20.94,25.61
Han_2018_ERR1398071_NODE_603_length_14318_cov_4.502980.fasta,17.49,32.99
Han_2018_ERR1398071_NODE_668_length_13264_cov_141.908850.fasta,0,0
Han_2018_ERR1398072_NODE_1321_length_14239_cov_13.128032.fasta,24.28,0
Han_2018_ERR1398072_NODE_1401_length_13496_cov_6.299159.fasta,29.8,0
Han_2018_ERR1398072_NODE_1694_length_11555_cov_5.039217.fasta,0,0
Han_2018_ERR1398072_NODE_2396_length_8634_cov_8.305397.fasta,7.79,0
Han_2018_ERR1398072_NODE_2459_length_8480_cov_18.460890.fasta,14.78,0
Han_2018_ERR1398072_NODE_2629_length_7997_cov_12.686477.fasta,17.9,0
Han_2018_ERR1398072_NODE_3041_length_7185_cov_189.096914.fasta,0,0
Han_2018_ERR1398072_NODE_316_length_38819_cov_11.793262.fasta,46.37,26.35
Han_2018_ERR1398072_NODE_3220_length_6848_cov_9.616370.fasta,11.72,0
Han_2018_ERR1398072_NODE_352_length_36708_cov_8.367119.fasta,63.33,0
Han_2018_ERR1398072_NODE_3580_length_6216_cov_6.397500.fasta,0,0
Han_2018_ERR1398072_NODE_368_length_35822_cov_13.428691.fasta,72.49,0
Han_2018_ERR1398072_NODE_3768_length_5978_cov_6.031403.fasta,0,0
Han_2018_ERR1398072_NODE_3909_length_5779_cov_4.630678.fasta,0,0
Han_2018_ERR1398072_NODE_4022_length_5645_cov_7.732916.fasta,0,0
Han_2018_ERR1398072_NODE_4233_length_5383_cov_4.764640.fasta,0,0
Han_2018_ERR1398072_NODE_4244_length_5372_cov_4.704721.fasta,0,0
Han_2018_ERR1398072_NODE_4362_length_5236_cov_9.482146.fasta,0,0
Han_2018_ERR1398072_NODE_4507_length_5096_cov_3.912121.fasta,0,0
Han_2018_ERR1398072_NODE_4519_length_5071_cov_11.233652.fasta,0,0
Han_2018_ERR1398072_NODE_4582_length_5001_cov_3.609786.fasta,0,0
Han_2018_ERR1398072_NODE_518_length_29051_cov_104.246896.fasta,0,0
Han_2018_ERR1398072_NODE_529_length_28649_cov_15.147548.fasta,44.52,0
Han_2018_ERR1398072_NODE_877_length_19744_cov_31.482757.fasta,50.45,0
Han_2018_ERR1398073_NODE_1441_length_8955_cov_16.363483.fasta,0,0
Han_2018_ERR1398073_NODE_1527_length_8455_cov_4.783810.fasta,15.8,0
Han_2018_ERR1398073_NODE_1604_length_7969_cov_36.332954.fasta,5.52,0
Han_2018_ERR1398073_NODE_1779_length_7006_cov_8.925478.fasta,12.2,0
Han_2018_ERR1398073_NODE_1901_length_6468_cov_33.784344.fasta,2.3,0
Han_2018_ERR1398073_NODE_1917_length_6392_cov_8.873915.fasta,4.85,0
Han_2018_ERR1398073_NODE_1942_length_6291_cov_6.452213.fasta,0,0
Han_2018_ERR1398073_NODE_2103_length_5800_cov_3.798259.fasta,23.62,0
Han_2018_ERR1398073_NODE_2121_length_5758_cov_11.629493.fasta,0,0
Han_2018_ERR1398073_NODE_2225_length_5451_cov_7.994996.fasta,2.89,0
Han_2018_ERR1398073_NODE_2319_length_5192_cov_34.890987.fasta,5.94,0
Han_2018_ERR1398073_NODE_232_length_38887_cov_5.683972.fasta,58.28,5.96
Han_2018_ERR1398073_NODE_2359_length_5106_cov_5.165314.fasta,0,0
Han_2018_ERR1398073_NODE_2388_length_5025_cov_4.234608.fasta,0,0
Han_2018_ERR1398073_NODE_247_length_37543_cov_11.123453.fasta,95.1,0
Han_2018_ERR1398073_NODE_25_length_99510_cov_55.799296.fasta,100,0
Han_2018_ERR1398073_NODE_261_length_36369_cov_29.489040.fasta,77.59,0
Han_2018_ERR1398073_NODE_337_length_31552_cov_7.413119.fasta,88.15,0
Han_2018_ERR1398073_NODE_352_length_30555_cov_66.315934.fasta,79.2,0
Han_2018_ERR1398073_NODE_544_length_21976_cov_35.884357.fasta,52.26,0
Han_2018_ERR1398073_NODE_737_length_17194_cov_7.386429.fasta,42.66,0
Han_2018_ERR1398073_NODE_880_length_14519_cov_10.533324.fasta,28.45,0
Han_2018_ERR1398074_NODE_1057_length_15243_cov_5.074598.fasta,0,0
Han_2018_ERR1398074_NODE_1092_length_14931_cov_46.382428.fasta,0,0
Han_2018_ERR1398074_NODE_1103_length_14845_cov_113.455105.fasta,0,0
Han_2018_ERR1398074_NODE_1203_length_14044_cov_84.632354.fasta,0,0
Han_2018_ERR1398074_NODE_1362_length_13119_cov_11.158298.fasta,0,0
Han_2018_ERR1398074_NODE_1569_length_12139_cov_29.613787.fasta,0,0
Han_2018_ERR1398074_NODE_1659_length_11674_cov_125.747310.fasta,0,0
Han_2018_ERR1398074_NODE_1700_length_11504_cov_5.462748.fasta,21.56,0
Han_2018_ERR1398074_NODE_173_length_41788_cov_55.917164.fasta,97.56,0
Han_2018_ERR1398074_NODE_180_length_40524_cov_27.731696.fasta,92.66,0
Han_2018_ERR1398074_NODE_1935_length_10495_cov_105.944349.fasta,0,0
Han_2018_ERR1398074_NODE_2047_length_10190_cov_54.430390.fasta,5.48,0
Han_2018_ERR1398074_NODE_22_length_111690_cov_11.873292.fasta,100,0
Han_2018_ERR1398074_NODE_2527_length_8944_cov_76.114861.fasta,2.65,0
Han_2018_ERR1398074_NODE_2587_length_8778_cov_75.525851.fasta,0,0
Han_2018_ERR1398074_NODE_2711_length_8444_cov_56.302420.fasta,0,0
Han_2018_ERR1398074_NODE_2841_length_8171_cov_3.963406.fasta,25.06,0
Han_2018_ERR1398074_NODE_2891_length_8077_cov_264.486412.fasta,0,0
Han_2018_ERR1398074_NODE_2936_length_7974_cov_72.415204.fasta,3.97,72.99
Han_2018_ERR1398074_NODE_2981_length_7879_cov_4.798952.fasta,0,0
Han_2018_ERR1398074_NODE_3_length_298235_cov_265.721423.fasta,100,0
Han_2018_ERR1398074_NODE_317_length_30244_cov_20.783365.fasta,0,0
Han_2018_ERR1398074_NODE_326_length_30044_cov_12.428224.fasta,80.43,0
Han_2018_ERR1398074_NODE_3299_length_7298_cov_5.517327.fasta,0,0
Han_2018_ERR1398074_NODE_3543_length_6916_cov_4.775689.fasta,0,0
Han_2018_ERR1398074_NODE_3554_length_6906_cov_7.633776.fasta,0,0
Han_2018_ERR1398074_NODE_3579_length_6872_cov_5.647206.fasta,0,0
Han_2018_ERR1398074_NODE_3662_length_6751_cov_35.251792.fasta,0,0
Han_2018_ERR1398074_NODE_41_length_87803_cov_310.272359.fasta,70.73,65.5
Han_2018_ERR1398074_NODE_4120_length_6165_cov_59.982160.fasta,0,0
Han_2018_ERR1398074_NODE_4655_length_5624_cov_78.585024.fasta,0,0
Han_2018_ERR1398074_NODE_467_length_24724_cov_14.141068.fasta,0,0
Han_2018_ERR1398074_NODE_4978_length_5313_cov_146.805630.fasta,0,0
Han_2018_ERR1398074_NODE_5072_length_5234_cov_4.237304.fasta,0,0
Han_2018_ERR1398074_NODE_5081_length_5227_cov_4.561098.fasta,0,0
Han_2018_ERR1398074_NODE_524_length_23328_cov_149.987625.fasta,0,0
Han_2018_ERR1398074_NODE_5240_length_5084_cov_67.745476.fasta,0,0
Han_2018_ERR1398074_NODE_5248_length_5079_cov_4.222532.fasta,7.53,0
Han_2018_ERR1398074_NODE_5297_length_5045_cov_9.388377.fasta,3.43,0
Han_2018_ERR1398074_NODE_692_length_20000_cov_61.440261.fasta,0,0
Han_2018_ERR1398074_NODE_756_length_18948_cov_9.989943.fasta,46.5,0
Han_2018_ERR1398074_NODE_771_length_18641_cov_14.683740.fasta,33.82,0
Han_2018_ERR1398074_NODE_794_length_18338_cov_337.008478.fasta,0,0
Han_2018_ERR1398074_NODE_823_length_17925_cov_15.742977.fasta,24.54,0
Han_2018_ERR1398074_NODE_860_length_17497_cov_18.493636.fasta,0,0
Han_2018_ERR1398074_NODE_874_length_17369_cov_34.004621.fasta,30.52,24.04
Han_2018_ERR1398074_NODE_92_length_57693_cov_40.476266.fasta,77.62,0
Han_2018_ERR1398074_NODE_924_length_16560_cov_11.247804.fasta,20.57,39.29
Han_2018_ERR1398074_NODE_968_length_16006_cov_4.012538.fasta,29.46,0
Han_2018_ERR1398075_NODE_1167_length_13814_cov_30.330547.fasta,34.51,0
Han_2018_ERR1398075_NODE_1298_length_12682_cov_11.551675.fasta,33.36,0
Han_2018_ERR1398075_NODE_1373_length_12052_cov_12.297158.fasta,0,0
Han_2018_ERR1398075_NODE_1521_length_10935_cov_4.880790.fasta,21.03,0
Han_2018_ERR1398075_NODE_182_length_45556_cov_13.164568.fasta,0,0
Han_2018_ERR1398075_NODE_2075_length_8552_cov_23.285159.fasta,12.18,46.49
Han_2018_ERR1398075_NODE_238_length_39366_cov_16.684032.fasta,100,0
Han_2018_ERR1398075_NODE_2593_length_7094_cov_3.248899.fasta,0,0
Han_2018_ERR1398075_NODE_2816_length_6674_cov_4.606134.fasta,9.59,0
Han_2018_ERR1398075_NODE_3037_length_6288_cov_3.759827.fasta,16.89,0
Han_2018_ERR1398075_NODE_3152_length_6072_cov_2.809041.fasta,0,0
Han_2018_ERR1398075_NODE_3491_length_5558_cov_18.679448.fasta,0,0
Han_2018_ERR1398075_NODE_3520_length_5527_cov_3.684211.fasta,0,0
Han_2018_ERR1398075_NODE_383_length_30839_cov_12.602781.fasta,26.17,47.12
Han_2018_ERR1398075_NODE_3867_length_5107_cov_3.258709.fasta,2.57,0
Han_2018_ERR1398075_NODE_543_length_24882_cov_15.453941.fasta,68.89,0
Han_2018_ERR1398075_NODE_724_length_20352_cov_11.728384.fasta,30.45,0
Han_2018_ERR1398075_NODE_995_length_15849_cov_8.204635.fasta,29.76,0
Han_2018_ERR1398076_NODE_1198_length_10470_cov_23.367355.fasta,17.41,0
Han_2018_ERR1398076_NODE_166_length_27447_cov_39.115654.fasta,77.22,0
Han_2018_ERR1398076_NODE_1905_length_8177_cov_5.475376.fasta,20.67,0
Han_2018_ERR1398076_NODE_2242_length_7446_cov_10.496956.fasta,0,0
Han_2018_ERR1398076_NODE_2623_length_6740_cov_5.205834.fasta,14.43,0
Han_2018_ERR1398076_NODE_2671_length_6612_cov_14.672869.fasta,0,0
Han_2018_ERR1398076_NODE_2843_length_6356_cov_5.042692.fasta,13.25,0
Han_2018_ERR1398076_NODE_2910_length_6264_cov_2.799807.fasta,17.38,0
Han_2018_ERR1398076_NODE_3076_length_6049_cov_19.253086.fasta,0,0
Han_2018_ERR1398076_NODE_3516_length_5501_cov_9.987881.fasta,14.48,0
Han_2018_ERR1398076_NODE_3717_length_5300_cov_11.967016.fasta,0,0
Han_2018_ERR1398076_NODE_3928_length_5114_cov_8.905713.fasta,0,0
Han_2018_ERR1398076_NODE_4002_length_5035_cov_6.704418.fasta,1.92,0
Han_2018_ERR1398076_NODE_650_length_14714_cov_11.806945.fasta,45.46,0
Han_2018_ERR1398076_NODE_802_length_13142_cov_37.222358.fasta,0,0
Han_2018_ERR1398076_NODE_84_length_34792_cov_219.007658.fasta,89.82,0
Han_2018_ERR1398076_NODE_870_length_12512_cov_45.383640.fasta,0,0
Han_2018_ERR1398076_NODE_994_length_11620_cov_9.141634.fasta,16.44,0
Han_2018_ERR1398077_NODE_1040_length_18631_cov_6.757483.fasta,32.88,26.55
Han_2018_ERR1398077_NODE_1754_length_12558_cov_11.713189.fasta,12.36,33.63
Han_2018_ERR1398077_NODE_2115_length_10765_cov_6.057423.fasta,29.44,0
Han_2018_ERR1398077_NODE_2418_length_9516_cov_7.085720.fasta,21.96,0
Han_2018_ERR1398077_NODE_2447_length_9416_cov_22.360004.fasta,11.43,0
Han_2018_ERR1398077_NODE_266_length_43716_cov_19.470168.fasta,27.63,0
Han_2018_ERR1398077_NODE_2839_length_8372_cov_8.074546.fasta,2.81,0
Han_2018_ERR1398077_NODE_3239_length_7510_cov_18.193025.fasta,0,0
Han_2018_ERR1398077_NODE_3557_length_6965_cov_7.066860.fasta,14.83,0
Han_2018_ERR1398077_NODE_3827_length_6522_cov_18.506263.fasta,13.74,0
Han_2018_ERR1398077_NODE_452_length_31388_cov_6.960904.fasta,87.7,0
Han_2018_ERR1398077_NODE_4608_length_5555_cov_12.626909.fasta,0,0
Han_2018_ERR1398077_NODE_4654_length_5507_cov_5.746882.fasta,2.9,0
Han_2018_ERR1398077_NODE_4814_length_5329_cov_4.022564.fasta,0,0
Han_2018_ERR1398077_NODE_4837_length_5311_cov_21.262367.fasta,0,0
Han_2018_ERR1398077_NODE_5024_length_5156_cov_9.031955.fasta,0.61,65.88
Han_2018_ERR1398077_NODE_5207_length_5005_cov_4.998586.fasta,0,0
Han_2018_ERR1398078_NODE_1047_length_14168_cov_9.000850.fasta,6.52,0
Han_2018_ERR1398078_NODE_1072_length_13925_cov_80.927614.fasta,21.86,0
Han_2018_ERR1398078_NODE_1227_length_12660_cov_178.503372.fasta,100,0
Han_2018_ERR1398078_NODE_1297_length_12205_cov_12.947654.fasta,0,0
Han_2018_ERR1398078_NODE_1413_length_11463_cov_19.258065.fasta,30.37,0
Han_2018_ERR1398078_NODE_1488_length_11013_cov_6.550922.fasta,10.19,0
Han_2018_ERR1398078_NODE_1508_length_10909_cov_7.963700.fasta,5.02,0
Han_2018_ERR1398078_NODE_1678_length_10145_cov_3.638751.fasta,2.99,59.58
