"","Accession","bac.host","total.ParS.hits","pos.ParS.hit"
"667","EU568876","Pseudomonadota",0,0
"668","EU570103","Actinomycetota",0,0
"669","EU588980","Pseudomonadota",0,0
"670","EU622808","Pseudomonadota",2,1
"671","EU652770","Actinomycetota",0,0
"672","EU676000","Pseudomonadota",0,0
"673","EU710883","Actinomycetota",0,0
"674","EU716414","Actinomycetota",0,0
"675","EU717894","Actinomycetota",0,0
"676","EU719189","Pseudomonadota",0,0
"677","EU734170","Actinomycetota",0,0
"678","EU734171","Actinomycetota",0,0
"679","EU734172","Actinomycetota",0,0
"680","EU734173","Actinomycetota",0,0
"681","EU734174","Actinomycetota",0,0
"682","EU744248","Pseudomonadota",0,0
"683","EU744249","Pseudomonadota",0,0
"684","EU744250","Pseudomonadota",0,0
"685","EU744251","Pseudomonadota",0,0
"686","EU744252","Pseudomonadota",0,0
"687","EU770221","Pseudomonadota",0,0
"688","EU770222","Pseudomonadota",0,0
"689","EU771092","Pseudomonadota",4,1
"690","EU816588","Pseudomonadota",0,0
"691","EU816589","Pseudomonadota",0,0
"692","EU816590","Pseudomonadota",0,0
"693","EU816591","Pseudomonadota",0,0
"694","EU822883","Actinomycetota",0,0
"695","EU826466","Pseudomonadota",0,0
"696","EU826467","Pseudomonadota",0,0
"697","EU826468","Pseudomonadota",0,0
"698","EU826469","Pseudomonadota",0,0
"699","EU826470","Pseudomonadota",0,0
"700","EU826471","Pseudomonadota",0,0
"701","EU849489","Actinomycetota",0,0
"702","EU855793","Pseudomonadota",0,0
"703","EU861004","Pseudomonadota",0,0
"704","EU861005","Pseudomonadota",0,0
"705","EU863408","Actinomycetota",0,0
"706","EU863409","Actinomycetota",0,0
"707","EU871039","Pseudomonadota",0,0
"708","EU874396","Pseudomonadota",0,0
"709","EU876853","Actinomycetota",0,0
"710","EU877232","Actinomycetota",0,0
"711","EU887664","Pseudomonadota",0,0
"712","EU982300","Actinomycetota",0,0
"713","FJ000341","Actinomycetota",0,0
"714","FJ008913","Pseudomonadota",0,0
"715","FJ168659","Pseudomonadota",0,0
"716","FJ168660","Pseudomonadota",0,0
"717","FJ168661","Pseudomonadota",0,0
"718","FJ168662","Pseudomonadota",0,0
"719","FJ174690","Pseudomonadota",0,0
"720","FJ174691","Pseudomonadota",0,0
"721","FJ174692","Pseudomonadota",0,0
"722","FJ174693","Pseudomonadota",0,0
"723","FJ174694","Pseudomonadota",0,0
"724","FJ194439","Actinomycetota",0,0
"725","FJ226752","Pseudomonadota",0,0
"726","FJ230960","Pseudomonadota",0,0
"727","FJ236310","Pseudomonadota",0,0
"728","FJ409640","Actinomycetota",0,0
"729","FJ429185","Pseudomonadota",0,0
"730","FJ483837","Actinomycetota",0,0
"731","FJ483838","Actinomycetota",0,0
"732","FJ483839","Actinomycetota",0,0
"733","FJ483840","Actinomycetota",0,0
"734","FJ483841","Actinomycetota",0,0
"735","FJ483842","Actinomycetota",0,0
"736","FJ483843","Actinomycetota",0,0
"737","FJ483844","Actinomycetota",0,0
"738","FJ591094","Actinomycetota",0,0
"739","FJ641182","Pseudomonadota",0,0
"740","FJ706171","Pseudomonadota",0,0
"741","FJ706172","Pseudomonadota",0,0
"742","FJ713816","Pseudomonadota",0,0
"743","FJ750948","Actinomycetota",0,0
"744","FJ792813","Pseudomonadota",0,0
"745","FJ822135","Pseudomonadota",0,0
"746","FJ839692","Actinomycetota",0,0
"747","FJ848881","Pseudomonadota",0,0
"748","FJ848882","Pseudomonadota",0,0
"749","FJ848883","Pseudomonadota",0,0
"750","FJ848884","Pseudomonadota",0,0
"751","FJ849058","Actinomycetota",0,0
"752","FJ896200","Actinomycetota",0,0
"753","FJ904927","Actinomycetota",0,0
"754","FJ937737","Actinomycetota",0,0
"755","FJ965538","Pseudomonadota",0,0
"756","FJ973624","Pseudomonadota",0,0
"757","FJ982340","Actinomycetota",0,0
"758","FM163528","Pseudomonadota",0,0
"759","FM201281","Actinomycetota",0,0
"760","FM201282","Actinomycetota",0,0
"761","FM207411","Pseudomonadota",0,0
"762","FM864213","Pseudomonadota",0,0
"763","FM887021","Actinomycetota",0,0
"764","FM897211","Actinomycetota",0,0
"765","FN263372","Actinomycetota",0,0
"766","FN297812","Actinomycetota",0,0
"767","FN391954","Pseudomonadota",0,0
"768","FN422398","Actinomycetota",0,0
"769","FN422399","Actinomycetota",0,0
"770","FN436268","Pseudomonadota",0,0
"771","FN594518","Actinomycetota",0,0
"772","FN667788","Pseudomonadota",0,0
"773","FN667789","Pseudomonadota",0,0
"774","FN997652","Pseudomonadota",0,0
"775","FO818745","Actinomycetota",0,0
"776","FQ312032","Actinomycetota",0,0
"777","FQ482083","Actinomycetota",0,0
"778","FQ482084","Actinomycetota",0,0
"779","FQ482085","Actinomycetota",0,0
"780","FQ482086","Actinomycetota",0,0
"781","FR667955","Actinomycetota",0,0
"782","FR671405","Pseudomonadota",0,0
"783","FR671406","Pseudomonadota",0,0
"784","FR671407","Pseudomonadota",0,0
"785","FR671408","Pseudomonadota",0,0
"786","FR671409","Pseudomonadota",0,0
"787","FR671410","Pseudomonadota",0,0
"788","FR671411","Pseudomonadota",0,0
"789","FR682616","Actinomycetota",0,0
"790","FR687252","Actinomycetota",0,0
"791","FR751545","Actinomycetota",0,0
"792","FR775895","Actinomycetota",0,0
"793","FR823298","Actinomycetota",0,0
"794","FR823450","Pseudomonadota",0,0
"795","GQ141189","Pseudomonadota",0,0
"796","GQ149088","Actinomycetota",0,0
"797","GQ153912","Actinomycetota",0,0
"798","GQ153913","Actinomycetota",0,0
"799","GQ153914","Actinomycetota",0,0
"800","GQ153915","Actinomycetota",0,0
"801","GQ153920","Actinomycetota",0,0
"802","GQ153921","Actinomycetota",0,0
"803","GQ153922","Actinomycetota",0,0
"804","GQ153923","Actinomycetota",0,0
"805","GQ241246","Pseudomonadota",1,1
"806","GQ303259","Pseudomonadota",0,0
"807","GQ303260","Pseudomonadota",0,0
"808","GQ303261","Pseudomonadota",0,0
"809","GQ303262","Pseudomonadota",0,0
"810","GQ303263","Pseudomonadota",0,0
"811","GQ303264","Pseudomonadota",0,0
"812","GQ303265","Pseudomonadota",0,0
"813","GQ303266","Pseudomonadota",0,0
"814","GQ334450","Pseudomonadota",0,0
"815","GQ357916","Actinomycetota",0,0
"816","GQ379227","Pseudomonadota",0,0
"817","GQ398772","Pseudomonadota",0,0
"818","GQ403788","Pseudomonadota",0,0
"819","GQ403789","Pseudomonadota",0,0
"820","GQ413937","Actinomycetota",0,0
"821","GQ413938","Actinomycetota",0,0
"822","GQ421471","Actinomycetota",0,0
"823","GQ451696","Pseudomonadota",0,0
"824","GQ452243","Pseudomonadota",0,0
"825","GQ468526","Actinomycetota",0,0
"826","GQ478081","Pseudomonadota",0,0
"827","GQ478082","Pseudomonadota",0,0
"828","GQ478085","Pseudomonadota",0,0
"829","GQ478086","Pseudomonadota",0,0
"830","GQ478087","Pseudomonadota",0,0
"831","GQ478088","Pseudomonadota",0,0
"832","GQ502199","Actinomycetota",0,0
"833","GQ866233","Actinomycetota",0,0
"834","GQ900512","Pseudomonadota",0,0
"835","GQ915271","Pseudomonadota",0,0
"836","GQ919031","Pseudomonadota",0,0
"837","GU060500","Pseudomonadota",0,0
"838","GU070616","Actinomycetota",0,0
"839","GU071090","Pseudomonadota",0,0
"840","GU071091","Actinomycetota",0,0
"841","GU071092","Pseudomonadota",0,0
"842","GU071094","Pseudomonadota",0,0
"843","GU071095","Pseudomonadota",0,0
"844","GU071096","Pseudomonadota",0,0
"845","GU071097","Pseudomonadota",0,0
"846","GU071098","Pseudomonadota",0,0
"847","GU071099","Pseudomonadota",0,0
"848","GU071100","Pseudomonadota",0,0
"849","GU071101","Pseudomonadota",0,0
"850","GU071102","Pseudomonadota",0,0
"851","GU071103","Pseudomonadota",0,0
"852","GU071104","Pseudomonadota",0,0
"853","GU071105","Pseudomonadota",0,0
"854","GU071106","Pseudomonadota",0,0
"855","GU071107","Pseudomonadota",0,0
"856","GU071108","Pseudomonadota",0,0
"857","GU075905","Pseudomonadota",0,0
"858","GU169904","Pseudomonadota",0,0
"859","GU196277","Actinomycetota",0,0
"860","GU196278","Actinomycetota",0,0
"861","GU196279","Actinomycetota",0,0
"862","GU196280","Actinomycetota",0,0
"863","GU196281","Actinomycetota",0,0
"864","GU229986","Pseudomonadota",0,0
"865","GU233956","Pseudomonadota",0,0
"866","GU247132","Pseudomonadota",0,0
"867","GU247133","Pseudomonadota",0,0
"868","GU247134","Pseudomonadota",0,0
"869","GU295964","Actinomycetota",0,0
"870","GU296433","Pseudomonadota",0,0
"871","GU323318","Actinomycetota",0,0
"872","GU323708","Pseudomonadota",0,0
"873","GU339467","Pseudomonadota",0,0
"874","GU385905","Actinomycetota",0,0
"875","GU393987","Actinomycetota",0,0
"876","GU396103","Actinomycetota",0,0
"877","GU459069","Actinomycetota",0,0
"878","GU477322","Pseudomonadota",0,0
"879","GU557055","Actinomycetota",0,0
"880","GU573886","Actinomycetota",0,0
"881","GU580940","Pseudomonadota",0,0
"882","GU580941","Pseudomonadota",0,0
"883","GU580942","Pseudomonadota",0,0
"884","GU580943","Pseudomonadota",0,0
"885","GU583987","Actinomycetota",0,0
"886","GU595417","Actinomycetota",0,0
"887","GU815091","Actinomycetota",0,0
"888","GU815339","Pseudomonadota",0,0
"889","GU903191","Actinomycetota",0,0
"890","GU911303","Actinomycetota",0,0
"891","GU911304","Actinomycetota",0,0
"892","GU911519","Actinomycetota",0,0
"893","GU936714","Pseudomonadota",0,0
"894","GU936715","Pseudomonadota",0,0
"895","GU949551","Pseudomonadota",0,0
"896","GU967410","Pseudomonadota",0,0
"897","GU988610","Actinomycetota",0,0
"898","HE584812","Actinomycetota",0,0
"899","HE600015","Actinomycetota",0,0
"900","HE608841","Pseudomonadota",0,0
"901","HE611333","Actinomycetota",0,0
"902","HE614282","Pseudomonadota",0,0
"903","HE664024","Actinomycetota",0,0
"904","HE775250","Actinomycetota",0,0
"905","HE806280","Actinomycetota",0,0
"906","HE815464","Pseudomonadota",0,0
"907","HE861935","Pseudomonadota",0,0
"908","HE956704","Pseudomonadota",0,0
"909","HE956707","Actinomycetota",0,0
"910","HE956708","Actinomycetota",0,0
"911","HE956709","Actinomycetota",0,0
"912","HE956710","Actinomycetota",0,0
"913","HE956711","Actinomycetota",0,0
"914","HE962497","Pseudomonadota",0,0
"915","HE983844","Actinomycetota",0,0
"916","HE983845","Actinomycetota",0,0
"917","HF543949","Actinomycetota",0,0
"918","HF563658","Pseudomonadota",0,0
"919","HF569088","Actinomycetota",0,0
"920","HF569089","Actinomycetota",0,0
"921","HF569090","Actinomycetota",0,0
"922","HF569091","Actinomycetota",0,0
"923","HF569092","Actinomycetota",0,0
"924","HF937074","Pseudomonadota",0,0
"925","HG007973","Actinomycetota",0,0
"926","HG315669","Actinomycetota",0,0
"927","HG380752","Pseudomonadota",0,0
"928","HG424323","Pseudomonadota",0,0
"929","HG428758","Actinomycetota",0,0
"930","HG518155","Actinomycetota",0,0
"931","HG531805","Pseudomonadota",0,0
"932","HG792102","Actinomycetota",0,0
"933","HG792103","Actinomycetota",0,0
"934","HG792104","Actinomycetota",0,0
"935","HG792105","Actinomycetota",0,0
"936","HG793132","Actinomycetota",0,0
"937","HG796219","Actinomycetota",0,0
"938","HG796220","Actinomycetota",0,0
"939","HG796221","Actinomycetota",0,0
"940","HG796225","Pseudomonadota",0,0
"941","HG798806","Actinomycetota",0,0
"942","HG799490","Pseudomonadota",0,0
"943","HG799496","Pseudomonadota",0,0
"944","HG799497","Pseudomonadota",0,0
"945","HG803181","Actinomycetota",0,0
"946","HG803182","Actinomycetota",0,0
"947","HG803183","Actinomycetota",0,0
"948","HG803184","Actinomycetota",0,0
"949","HG803185","Actinomycetota",0,0
"950","HG813241","Actinomycetota",0,0
"951","HG818823","Actinomycetota",0,0
"952","HG818824","Actinomycetota",0,0
"953","HG934469","Actinomycetota",0,0
"954","HG934470","Actinomycetota",0,0
"955","HG962375","Actinomycetota",0,0
"956","HG962376","Actinomycetota",0,0
"957","HG992588","Actinomycetota",0,0
"958","HG994092","Actinomycetota",0,0
"959","HM004124","Actinomycetota",0,0
"960","HM029250","Pseudomonadota",0,0
"961","HM032710","Actinomycetota",0,0
"962","HM064452","Actinomycetota",0,0
"963","HM066936","Actinomycetota",0,0
"964","HM071924","Actinomycetota",0,0
"965","HM114277","Pseudomonadota",0,0
"966","HM114315","Actinomycetota",0,0
"967","HM134276","Actinomycetota",0,0
"968","HM144385","Pseudomonadota",0,0
"969","HM144386","Pseudomonadota",0,0
"970","HM144387","Pseudomonadota",0,0
"971","HM150760","Actinomycetota",0,0
"972","HM151342","Actinomycetota",0,0
"973","HM152763","Pseudomonadota",0,0
"974","HM152764","Pseudomonadota",0,0
"975","HM152765","Pseudomonadota",0,0
"976","HM152766","Pseudomonadota",0,0
"977","HM152767","Pseudomonadota",0,0
"978","HM159959","Pseudomonadota",0,0
"979","HM173637","Actinomycetota",0,0
"980","HM208303","Actinomycetota",0,0
"981","HM208537","Actinomycetota",0,0
"982","HM242243","Pseudomonadota",0,0
"983","HM368260","Actinomycetota",0,0
"984","HM452125","Actinomycetota",0,0
"985","HM452126","Actinomycetota",0,0
"986","HM461982","Actinomycetota",0,0
"987","HM480106","Pseudomonadota",0,0
"988","HM480846","Actinomycetota",0,0
"989","HM486077","Pseudomonadota",0,0
"990","HM559717","Pseudomonadota",0,0
"991","HM563683","Actinomycetota",0,0
"992","HM568888","Pseudomonadota",0,0
"993","HM588722","Actinomycetota",0,0
"994","HM596271","Pseudomonadota",0,0
"995","HM624080","Actinomycetota",0,0
"996","HM640230","Pseudomonadota",0,0
"997","HM753658","Actinomycetota",0,0
"998","HM753659","Actinomycetota",0,0
"999","HM753660","Actinomycetota",0,0
"1000","HM753661","Actinomycetota",0,0
"1001","HM753662","Actinomycetota",0,0
"1002","HM753663","Actinomycetota",0,0
"1003","HM753664","Actinomycetota",0,0
"1004","HM753665","Actinomycetota",0,0
"1005","HM753666","Actinomycetota",0,0
"1006","HM753667","Actinomycetota",0,0
"1007","HM753668","Actinomycetota",0,0
"1008","HM753669","Actinomycetota",0,0
"1009","HM753670","Actinomycetota",0,0
"1010","HM753671","Actinomycetota",0,0
"1011","HM753672","Actinomycetota",0,0
"1012","HM753673","Actinomycetota",0,0
"1013","HM753674","Actinomycetota",0,0
"1014","HM753675","Actinomycetota",0,0
"1015","HM753676","Actinomycetota",0,0
"1016","HM753677","Actinomycetota",0,0
"1017","HM753678","Actinomycetota",0,0
"1018","HM753679","Actinomycetota",0,0
"1019","HM753680","Actinomycetota",0,0
"1020","HM753681","Actinomycetota",0,0
"1021","HM753682","Actinomycetota",0,0
"1022","HM753683","Actinomycetota",0,0
"1023","HM753684","Actinomycetota",0,0
"1024","HM753685","Actinomycetota",0,0
"1025","HM753686","Actinomycetota",0,0
"1026","HM753687","Actinomycetota",0,0
"1027","HM753688","Actinomycetota",0,0
"1028","HM753689","Actinomycetota",0,0
"1029","HM753690","Actinomycetota",0,0
"1030","HM753691","Actinomycetota",0,0
"1031","HM753692","Actinomycetota",0,0
"1032","HM753693","Actinomycetota",0,0
"1033","HM753694","Actinomycetota",0,0
"1034","HM753695","Actinomycetota",0,0
"1035","HM753696","Actinomycetota",0,0
"1036","HM753697","Actinomycetota",0,0
"1037","HM753698","Actinomycetota",0,0
"1038","HM753699","Actinomycetota",0,0
"1039","HM753700","Actinomycetota",0,0
"1040","HM753701","Actinomycetota",0,0
"1041","HM753702","Actinomycetota",0,0
"1042","HM753703","Actinomycetota",0,0
"1043","HM753704","Actinomycetota",0,0
"1044","HM753705","Actinomycetota",0,0
"1045","HM753706","Actinomycetota",0,0
"1046","HM753707","Actinomycetota",0,0
"1047","HM753708","Actinomycetota",0,0
"1048","HM753709","Actinomycetota",0,0
"1049","HM753710","Actinomycetota",0,0
"1050","HM753711","Actinomycetota",0,0
"1051","HM753712","Actinomycetota",0,0
"1052","HM753713","Actinomycetota",0,0
"1053","HM753714","Actinomycetota",0,0
"1054","HM753715","Actinomycetota",0,0
"1055","HM753716","Actinomycetota",0,0
"1056","HM753717","Actinomycetota",0,0
"1057","HM753718","Actinomycetota",0,0
"1058","HM755814","Pseudomonadota",0,0
"1059","HM770079","Actinomycetota",0,0
"1060","HM775306","Actinomycetota",0,0
"1061","HM775307","Actinomycetota",0,0
"1062","HM775308","Actinomycetota",0,0
"1063","HM775309","Actinomycetota",0,0
"1064","HM775310","Actinomycetota",0,0
"1065","HM775311","Actinomycetota",0,0
"1066","HM997019","Actinomycetota",0,0
"1067","HM997020","Actinomycetota",0,0
"1068","HQ110083","Actinomycetota",0,0
"1069","HQ110084","Actinomycetota",0,0
"1070","HQ141410","Pseudomonadota",0,0
"1071","HQ141411","Pseudomonadota",0,0
"1072","HQ186308","Actinomycetota",0,0
"1073","HQ201307","Actinomycetota",0,0
"1074","HQ201308","Actinomycetota",0,0
"1075","HQ224500","Actinomycetota",0,0
"1076","HQ259103","Actinomycetota",0,0
"1077","HQ259105","Actinomycetota",0,0
"1078","HQ268735","Pseudomonadota",0,0
"1079","HQ316579","Actinomycetota",0,0
"1080","HQ316580","Actinomycetota",0,0
"1081","HQ316581","Actinomycetota",0,0
"1082","HQ316582","Actinomycetota",0,0
"1083","HQ316583","Pseudomonadota",0,0
"1084","HQ316584","Pseudomonadota",0,0
"1085","HQ316603","Pseudomonadota",0,0
"1086","HQ316604","Actinomycetota",0,0
"1087","HQ317290","Pseudomonadota",0,0
"1088","HQ317291","Pseudomonadota",0,0
"1089","HQ317292","Pseudomonadota",0,0
"1090","HQ317383","Pseudomonadota",0,0
"1091","HQ317384","Actinomycetota",0,0
"1092","HQ317385","Pseudomonadota",0,0
"1093","HQ317386","Actinomycetota",0,0
"1094","HQ317387","Actinomycetota",0,0
"1095","HQ317388","Pseudomonadota",0,0
"1096","HQ317389","Pseudomonadota",0,0
"1097","HQ317390","Actinomycetota",0,0
"1098","HQ317391","Pseudomonadota",0,0
"1099","HQ317392","Pseudomonadota",0,0
"1100","HQ317393","Actinomycetota",0,0
"1101","HQ331142","Actinomycetota",0,0
"1102","HQ332137","Pseudomonadota",0,0
"1103","HQ332138","Pseudomonadota",0,0
"1104","HQ332139","Pseudomonadota",0,0
"1105","HQ332140","Pseudomonadota",0,0
"1106","HQ332142","Actinomycetota",0,0
"1107","HQ333270","Actinomycetota",0,0
"1108","HQ337021","Pseudomonadota",0,0
"1109","HQ337022","Pseudomonadota",0,0
"1110","HQ377372","Actinomycetota",0,0
"1111","HQ377373","Actinomycetota",0,0
"1112","HQ396194","Pseudomonadota",0,0
"1113","HQ403646","Pseudomonadota",0,0
"1114","HQ406778","Actinomycetota",0,0
"1115","HQ615693","Pseudomonadota",0,0
"1116","HQ630627","Actinomycetota",0,0
"1117","HQ632825","Pseudomonadota",0,0
"1118","HQ632859","Actinomycetota",0,0
"1119","HQ632860","Actinomycetota",0,0
"1120","HQ633062","Pseudomonadota",0,0
"1121","HQ633071","Pseudomonadota",0,0
"1122","HQ634152","Pseudomonadota",0,0
"1123","HQ634156","Actinomycetota",0,0
"1124","HQ634157","Actinomycetota",0,0
"1125","HQ634174","Pseudomonadota",0,0
"1126","HQ634175","Pseudomonadota",0,0
"1127","HQ634176","Pseudomonadota",0,0
"1128","HQ634177","Pseudomonadota",0,0
"1129","HQ634178","Pseudomonadota",0,0
"1130","HQ634187","Pseudomonadota",0,0
"1131","HQ634188","Pseudomonadota",0,0
"1132","HQ634189","Pseudomonadota",0,0
"1133","HQ634190","Pseudomonadota",0,0
"1134","HQ634191","Pseudomonadota",0,0
"1135","HQ634192","Pseudomonadota",0,0
"1136","HQ634193","Pseudomonadota",0,0
"1137","HQ634194","Actinomycetota",0,0
"1138","HQ634195","Actinomycetota",0,0
"1139","HQ634196","Actinomycetota",0,0
"1140","HQ641340","Actinomycetota",0,0
"1141","HQ641341","Actinomycetota",0,0
"1142","HQ641342","Actinomycetota",0,0
"1143","HQ641343","Actinomycetota",0,0
"1144","HQ641344","Actinomycetota",0,0
"1145","HQ641345","Actinomycetota",0,0
"1146","HQ641346","Actinomycetota",0,0
"1147","HQ641347","Actinomycetota",0,0
"1148","HQ641348","Actinomycetota",0,0
"1149","HQ641349","Actinomycetota",0,0
"1150","HQ641350","Actinomycetota",0,0
"1151","HQ641351","Actinomycetota",0,0
"1152","HQ641352","Actinomycetota",0,0
"1153","HQ641353","Actinomycetota",0,0
"1154","HQ641354","Actinomycetota",0,0
"1155","HQ641380","Actinomycetota",0,0
"1156","HQ665011","Actinomycetota",0,0
"1157","HQ683709","Pseudomonadota",0,0
"1158","HQ698895","Pseudomonadota",0,0
"1159","HQ698922","Actinomycetota",0,0
"1160","HQ711984","Actinomycetota",0,0
"1161","HQ711985","Actinomycetota",0,0
"1162","HQ728263","Actinomycetota",0,0
"1163","HQ728264","Actinomycetota",0,0
"1164","HQ728265","Actinomycetota",0,0
"1165","HQ728266","Actinomycetota",0,0
"1166","HQ728524","Pseudomonadota",0,0
"1167","HQ829472","Actinomycetota",0,0
"1168","HQ832595","Actinomycetota",0,0
"1169","HQ906662","Actinomycetota",0,0
"1170","HQ906663","Actinomycetota",0,0
"1171","HQ906664","Actinomycetota",0,0
"1172","HQ918180","Actinomycetota",0,0
"1173","JF270478","Actinomycetota",0,0
"1174","JF314845","Actinomycetota",0,0
"1175","JF317274","Actinomycetota",0,0
